Functional Size,Adjusted Function Points,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,Normalised Work Effort Level 1,Value Adjustment Factor,Defect Density
33,33,175,175,5.3,5.3,5.3,10.42982107,1.2,175,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,175,1.021941545,30.3
165,165,876,403,5.3,5.3,2.4,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,876,1.021941545,12.1
79,79,624,624,7.9,7.9,7.9,10.42982107,1.6,624,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,624,1.021941545,50.6
319,303,3890,3890,8.1,12.2,12.8,8.9,4,2580,4,9,54,319,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2580,0.95,6.3
222,222,2121,2121,9.6,9.6,9.6,4.5,7,2121,1,7,77,65,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2121,1,31.5
723,774,3453,3453,15.99293785,4.8,4.5,10.42982107,5,2853.309172,4,9.761262136,49,723,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,5316.463277,1.07,163.2
205,205,8442,8442,41.2,41.2,41.2,2.4,12,8442,1,7,64,72,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,8442,1,9.8
251,233,1803,1803,15.99293785,7.2,7.7,10.42982107,4,2853.309172,4,9.761262136,14,251,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,5316.463277,0.93,593.6
609,713,18411,16570,27.2,30.2,23.2,2.5,8,9694,1,31,166.04545,341.2215103,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,16570,1.17,229.9
149,149,1456,1092,9.8,9.8,7.3,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1456,1.021941545,47
1106,1106,2947,1886,2.7,2.7,1.7,10.42982107,5,1886,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,2947,1.021941545,0.9
981,1128,1774,1774,1.8,1.8,1.6,56.1,3.5,0,1,5,420,190,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1774,1.15,71.4
91,91,778,778,8.5,8.5,8.5,11.4,4,373,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,778,1,0
206,206,1486,1486,7.2,7.2,7.2,4.1,10,1486,1,5,75,137,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1486,1,0
749,689,14210,14210,2.1,19,20.6,3.8,9,1580,4,22,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1580,0.92,1.3
414,414,2274,2274,5.5,5.5,5.5,7.4,8,0,1,7,158,95,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2274,1.021941545,9.7
938,1050,11022,11022,11.8,11.8,10.5,10.42982107,12,11022,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,11022,1.12,0
321,360,1705,1705,5.3,5.3,4.7,10.42982107,6,1705,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1705,1.12,0
285,285,2973,2973,10.4,10.4,10.4,2.7,8,2973,1,13,104,127,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2973,1.021941545,3.5
90,90,375,240,2.7,4.2,2.7,10.42982107,2,240,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,240,1.021941545,11.1
307,307,11165,11165,36.4,36.4,36.4,1,15,11165,1,21,50,307,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,11165,1,19.5
327,327,431,276,0.8,1.3,0.8,10.42982107,2,276,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,276,1.021941545,18.3
545,545,8740,8740,16,16,16,7.1,11,8740,1,7,116,79,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,8740,1.021941545,84.4
438,499,7231,7231,15,16.5,14.5,6.3,10,6578,2,7,132,438,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,6578,1.14,32
105,105,220,198,2.1,2.1,1.9,10.42982107,8,0,1,9.761262136,96,21,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,220,1,9.5
6,6,29,29,4.8,4.8,4.8,10.42982107,0.25,29,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,29,1.021941545,0
2650,2648,40581,37740,15.3,15.3,14.3,2.3,21,0,1,55,400.78,2650.04,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,40581,1.021941545,12.5
235,251,2024,2024,8.6,8.6,8.1,2.4,7,2024,1,14,17,37,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2024,1.07,0
74,74,2929,2929,39.6,39.6,39.6,1.5,8.5,0,1,6,166.04545,69,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,2929,1.021941545,0
34,33,183,165,4.9,5.4,5,5.7,2,128,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,165,0.97,29.4
860,860,2074,2074,2.4,2.4,2.4,35.8,6,91,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2074,1,4.7
397,445,1101,1101,2.8,2.8,2.5,10.42982107,6,1101,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1101,1.12,0
960,960,9261,9261,9.6,9.6,9.6,8.1,7,9261,1,17,395,724,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,9261,1,17.7
140,174,13528,13528,72.9,96.6,77.7,1.3,8,0,4,13,21,140,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,10212,1.24,14.3
840,798,851,851,15.99293785,1,1.1,10.42982107,3.5,2853.309172,2,9.761262136,351,840,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,5316.463277,0.95,17.9
252,302,5490,5490,21.8,21.8,18.2,10.42982107,29,0,1,9.761262136,169,77,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,5490,1.2,23.8
331,331,4172,4172,12.6,12.6,12.6,1.1,33,4172,1,9,60,331,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,4172,1,0
124,124,3639,3639,29.3,29.3,29.3,1.1,9,0,1,12,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3639,1.021941545,40.3
332,332,2975,1904,5.7,9,5.7,10.42982107,4,1904,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1904,1.021941545,3
65,65,527,527,8.1,8.1,8.1,10.42982107,2.5,527,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,527,1.021941545,15.4
121,121,2706,2706,22.4,22.4,22.4,0.9,9,2706,1,15,46,78,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2706,1,16.5
455,455,9301,9301,20.4,20.4,20.4,2,14,9301,1,16,96,360,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,9301,1,46.2
848,822,730,730,0.7,0.9,0.9,106,2,0,4,4,76,848,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,575,0.97,23.6
73,88,340,316,4.7,4.7,3.6,10.42982107,12,0,1,9.761262136,66,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,340,1.2,13.7
86,85,1491,1491,15.99293785,17.3,17.5,10.42982107,3,2853.309172,4,9.761262136,7,86,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,5316.463277,0.99,558.1
234,234,5103,5103,21.8,21.8,21.8,2.1,10,5103,1,11,117,231,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,5103,1.021941545,4.3
125,125,694,694,5.6,5.6,5.6,5.2,6,694,1,4,7,125,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,694,1,0
3,3,40,40,13.3,13.3,13.3,3,0.5,40,1,2,166.04545,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,40,1.021941545,0
1326,1406,14938,14938,11.1,11.3,10.6,53,1,2853.309172,4,25,541,1326,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,14698,1.06,0.8
746,746,5175,5175,5.2,6.9,6.9,29.8,5,3900,4,5,166.04545,746,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,3900,1.021941545,4
1185,1185,3822,3822,3.2,3.2,3.2,8.5,7,70,1,20,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,3822,1,3.4
243,243,1325,848,3.5,5.5,3.5,10.42982107,3,848,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,848,1.021941545,4.1
143,134,5506,5506,38.5,38.5,41.1,0.9,9,1834,1,17,0,129,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,5506,0.94,14
12,12,110,110,9.2,9.2,9.2,10.42982107,1,110,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,110,1.021941545,166.7
408,408,1820,1820,4.5,4.5,4.5,16.3,5,854,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1820,1,61.3
4181,4181,126133,104690,30.2,30.2,25,10.42982107,15,0,1,9.761262136,166.04545,341.2215103,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,126133,1.021941545,15.5
511,511,2825,1808,3.5,5.5,3.5,10.42982107,3,1808,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1808,1.021941545,11.7
287,287,2538,2284,8,8.8,8,3.8,7,1581,1,10.75,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,2284,1,7
108,85,3958,3048,6.5,36.6,35.9,2.3,6,707,4,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,707,0.79,0
46,46,172,172,3.3,3.7,3.7,9.2,1,2853.309172,4,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,150,1.021941545,0
339,407,3622,3622,10.7,10.7,8.9,10.42982107,12,0,1,9.761262136,183,125,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,3622,1.2,53.1
117,117,846,846,7.2,7.2,7.2,3.9,10,846,1,3,47,56,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,846,1,8.5
254,254,1550,1550,6.1,6.1,6.1,7.3,5,1550,1,7,64,95,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1550,1,7.9
734,756,3571,3214,4.9,4.9,4.3,26.2,7,0,1,4,452,302,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,3571,1.03,17.7
1082,1082,11581,10770,10.7,10.7,10,6.1,16,0,1,11,251,1082,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,11581,1,23.1
119,112,1073,1073,15.99293785,9,9.6,4.6,13,2853.309172,4,2,85,119,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,5316.463277,0.94,0
211,211,3566,3566,16.9,16.9,16.9,10.42982107,13,3566,1,9.761262136,73,111,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,3566,1.021941545,19
934,934,5236,5236,5.6,5.6,5.6,10.4,10,27,1,9,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,5236,1,2.1
133,133,1609,1609,12.1,12.1,12.1,10.42982107,6.2,1609,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1609,1.021941545,22.6
778,895,780,780,1,1,0.9,55.6,7,780,1,2,222,778,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,780,1.15,0
74,74,3995,3995,54,54,54,0.5,14,3995,1,11,18,74,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3995,1.021941545,13.5
382,382,988,632,1.7,2.6,1.7,10.42982107,5,632,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,632,1.021941545,2.6
2550,2550,34947,34947,13.7,13.7,13.7,10.1,18,34947,1,14,1084,2550,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,34947,1,16.5
176,188,5484,5484,31.2,31.2,29.2,2,9,496,1,10,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,5484,1.07,0
250,250,5971,5971,23.9,23.9,23.9,1.4,12,5971,1,15,166.04545,39,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,5971,1.021941545,8
182,182,4304,4304,23.6,23.6,23.6,3.8,12,449,1,4,182,182,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,4304,1.021941545,0
100,100,1572,1305,15.7,15.7,13.1,4.1,3.5,1,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1572,1.021941545,0
36,36,245,245,6.8,6.8,6.8,18,2,245,4,1,36,36,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,245,1.021941545,27.8
393,393,19163,19163,48.8,48.8,48.8,2,20,19163,1,10,108,393,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,19163,1,28
32,38,812,812,25.4,25.4,21.4,10.42982107,9,0,1,9.761262136,6,26,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,812,1.2,0
44,44,207,207,4.1,4.7,4.7,4.4,5,0,4,2,44,44,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,182,1.021941545,22.7
135,88,2652,1883,19.6,19.6,21.4,10.42982107,8.957260274,0,1,9.761262136,78,7,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2652,0.65,22.2
2289,2289,3394,3394,1.5,1.5,1.5,21.2,9,3394,1,12,978,581,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3394,1.021941545,2.6
143,143,8830,8830,61.7,61.7,61.7,1.2,7,8830,1,17,98,108,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,8830,1.021941545,0
473,473,2982,2982,6.3,6.3,6.3,13.5,7,11,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2982,1,12.7
1481,1703,8549,8549,5.3,5.8,5,37,8,7876,3,5,186,1481,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,7876,1.15,0
51,51,320,205,4,6.3,4,10.42982107,1,205,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,205,1.021941545,0
825,825,6433,6433,7.8,7.8,7.8,5.8,13,6433,1,11,361,534,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,6433,1,0
624,624,3874,3874,6.2,6.2,6.2,8.1,7,1627,1,11,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,3874,1,6.4
215,234,1994,1994,9.3,9.3,8.5,5.4,4,2,1,10,26,40,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1994,1.09,18.6
290,287,19943,13362,3.5,68.8,46.6,0.9,16,1007,4,21,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1007,0.99,0
17,17,139,139,8.2,8.2,8.2,10.42982107,0.5,139,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,139,1.021941545,58.8
1632,1632,16702,16702,10.2,10.2,10.2,9.9,15,8092,1,11,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,16702,1,25.1
2700,2700,31836,29520,8.6,11.8,10.9,5.5,16.4,2853.309172,4,30,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,23157,1.021941545,271.5
100,100,549,456,5.5,5.5,4.6,20,1,0,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,549,1.021941545,0
353,335,25401,25401,65.4,72,75.8,1.4,12,23093,4,21,83,353,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,23093,0.95,289
167,167,1136,1136,6.8,6.8,6.8,10.42982107,2.9,1136,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1136,1.021941545,18
1285,1208,21054,21054,15.99293785,16.4,17.4,10.42982107,8.957260274,2853.309172,4,16,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,5316.463277,0.94,4.7
130,116,1939,1939,14.9,14.9,16.7,10.42982107,10,1939,1,9.761262136,46,130,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1939,0.89,0
659,712,18521,16669,25.3,28.1,23.4,1,9,11899,1,72,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,16669,1.08,21.2
118,136,1516,1516,12.8,12.8,11.1,3.9,6,0,1,5,102,12,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1516,1.15,0
45,45,482,482,10.7,10.7,10.7,10.42982107,4.6,482,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,482,1.021941545,22.2
346,346,1507,1507,4.4,4.4,4.4,38.4,3,200,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1507,1,11.6
396,360,8249,8249,20.8,20.8,22.9,2.8,8,913,1,18,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,8249,0.91,0
617,617,21103,21103,34.2,34.2,34.2,1.3,22,21103,1,21,60,617,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,21103,1,27.6
325,325,3709,3709,11.4,11.4,11.4,4.9,11,3709,1,6,196,207,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3709,1,9.2
34,34,11239,11239,330.6,330.6,330.6,0.1,36,11239,1,12,34,34,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,11239,1.021941545,29.4
1541,1973,38095,38095,24.7,24.7,19.3,10.42982107,18,38095,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,38095,1.28,0
512,573,1821,1821,3.6,3.6,3.2,10.42982107,6,1821,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1821,1.12,0
1169,1169,10522,6734,9,9,5.8,8.7,9,0,1,15,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,10522,1,17.1
1206,1399,13661,12705,11.3,11.3,9.1,9.6,7,0,1,18,780,104,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,13661,1.16,7.5
35,35,322,322,9.2,9.2,9.2,10.42982107,1.6,322,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,322,1.021941545,28.6
149,170,1532,1532,15.99293785,10.3,9,6.2,8,2853.309172,4,3,75,108,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,5316.463277,1.14,0
74,74,1419,1320,19.2,19.2,17.8,2.1,6,0,1,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1419,1,202.7
34,36,500,450,13.2,14.7,12.5,3.4,5,366,1,2,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,450,1.07,29.4
3210,3210,43300,43300,13.5,13.5,13.5,2.6,31,530,1,40,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,43300,1,84.1
89,89,1032,1032,11.6,11.6,11.6,10.42982107,3.8,1032,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1032,1.021941545,33.7
354,354,5841,5841,16.5,16.5,16.5,3.5,10,5841,1,10,48,354,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,5841,1.021941545,22.6
262,314,12657,12657,48.3,48.3,40.3,10.42982107,15,0,1,9.761262136,86,193,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,12657,1.2,15.3
