Normalised Work Effort Level 1,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),,Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,,Defect Density
301,30,1,301,301,280,10,10,9.3,,7.5,2,0,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,0
4742,171,1.07,4742,5269,4742,29.6,32.9,27.7,,1.4,9,3877,1,13,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,6.3
5316.463277,64,0.98,5316.463277,140,140,15.99293785,2.2,2.2,,21.7,3,2853.309172,2,1,20,65,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,,0
4209,171,1.021941545,4209,6577,4209,24.6,38.5,24.6,,10.42982107,8,4209,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,5.8
9318,294,1.021941545,9318,9318,8293,31.7,31.7,28.2,,3.3,6,0,1,15,294,294,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,34
5279,1500,1.021941545,5279,10613,9610,3.5,7.1,6.4,,26.1,4.1,2853.309172,4,14,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,1.3
6910,274,1,6910,6910,6910,25.2,25.2,25.2,,1.8,9,6910,1,17,66,274,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
9204,1168,1.021941545,9204,9756,9756,7.9,8.4,8.4,,10.42982107,8.957260274,2853.309172,4,10,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,0
5316.463277,125,0.8,5316.463277,605,605,15.99293785,3.9,4.8,,10.42982107,6,2853.309172,4,9.761262136,34,156,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,,397.4
175,33,1.021941545,175,175,175,5.3,5.3,5.3,,10.42982107,1.2,175,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,30.3
876,165,1.021941545,876,876,403,5.3,5.3,2.4,,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,,12.1
624,79,1.021941545,624,624,624,7.9,7.9,7.9,,10.42982107,1.6,624,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,50.6
2580,303,0.95,2580,3890,3890,8.1,12.2,12.8,,8.9,4,2580,4,9,54,319,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,6.3
2121,222,1,2121,2121,2121,9.6,9.6,9.6,,4.5,7,2121,1,7,77,65,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,31.5
5316.463277,774,1.07,5316.463277,3453,3453,15.99293785,4.8,4.5,,10.42982107,5,2853.309172,4,9.761262136,49,723,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,,163.2
8442,205,1,8442,8442,8442,41.2,41.2,41.2,,2.4,12,8442,1,7,64,72,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,9.8
5316.463277,233,0.93,5316.463277,1803,1803,15.99293785,7.2,7.7,,10.42982107,4,2853.309172,4,9.761262136,14,251,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,,593.6
16570,713,1.17,16570,18411,16570,27.2,30.2,23.2,,2.5,8,9694,1,31,166.04545,341.2215103,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,229.9
1456,149,1.021941545,1456,1456,1092,9.8,9.8,7.3,,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,,47
2947,1106,1.021941545,2947,2947,1886,2.7,2.7,1.7,,10.42982107,5,1886,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,,0.9
1774,1128,1.15,1774,1774,1774,1.8,1.8,1.6,,56.1,3.5,0,1,5,420,190,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,,71.4
778,91,1,778,778,778,8.5,8.5,8.5,,11.4,4,373,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,0
1486,206,1,1486,1486,1486,7.2,7.2,7.2,,4.1,10,1486,1,5,75,137,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,0
1580,689,0.92,1580,14210,14210,2.1,19,20.6,,3.8,9,1580,4,22,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,1.3
2274,414,1.021941545,2274,2274,2274,5.5,5.5,5.5,,7.4,8,0,1,7,158,95,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,9.7
11022,1050,1.12,11022,11022,11022,11.8,11.8,10.5,,10.42982107,12,11022,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
1705,360,1.12,1705,1705,1705,5.3,5.3,4.7,,10.42982107,6,1705,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
2973,285,1.021941545,2973,2973,2973,10.4,10.4,10.4,,2.7,8,2973,1,13,104,127,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,,3.5
240,90,1.021941545,240,375,240,2.7,4.2,2.7,,10.42982107,2,240,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,11.1
11165,307,1,11165,11165,11165,36.4,36.4,36.4,,1,15,11165,1,21,50,307,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,19.5
276,327,1.021941545,276,431,276,0.8,1.3,0.8,,10.42982107,2,276,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,18.3
8740,545,1.021941545,8740,8740,8740,16,16,16,,7.1,11,8740,1,7,116,79,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,,84.4
6578,499,1.14,6578,7231,7231,15,16.5,14.5,,6.3,10,6578,2,7,132,438,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,32
220,105,1,220,220,198,2.1,2.1,1.9,,10.42982107,8,0,1,9.761262136,96,21,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,9.5
29,6,1.021941545,29,29,29,4.8,4.8,4.8,,10.42982107,0.25,29,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,0
40581,2648,1.021941545,40581,40581,37740,15.3,15.3,14.3,,2.3,21,0,1,55,400.78,2650.04,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,12.5
2024,251,1.07,2024,2024,2024,8.6,8.6,8.1,,2.4,7,2024,1,14,17,37,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,0
2929,74,1.021941545,2929,2929,2929,39.6,39.6,39.6,,1.5,8.5,0,1,6,166.04545,69,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,,0
165,33,0.97,165,183,165,4.9,5.4,5,,5.7,2,128,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,29.4
2074,860,1,2074,2074,2074,2.4,2.4,2.4,,35.8,6,91,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,4.7
1101,445,1.12,1101,1101,1101,2.8,2.8,2.5,,10.42982107,6,1101,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
9261,960,1,9261,9261,9261,9.6,9.6,9.6,,8.1,7,9261,1,17,395,724,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,17.7
10212,174,1.24,10212,13528,13528,72.9,96.6,77.7,,1.3,8,0,4,13,21,140,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,14.3
5316.463277,798,0.95,5316.463277,851,851,15.99293785,1,1.1,,10.42982107,3.5,2853.309172,2,9.761262136,351,840,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,,17.9
5490,302,1.2,5490,5490,5490,21.8,21.8,18.2,,10.42982107,29,0,1,9.761262136,169,77,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,23.8
4172,331,1,4172,4172,4172,12.6,12.6,12.6,,1.1,33,4172,1,9,60,331,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,0
3639,124,1.021941545,3639,3639,3639,29.3,29.3,29.3,,1.1,9,0,1,12,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,,40.3
1904,332,1.021941545,1904,2975,1904,5.7,9,5.7,,10.42982107,4,1904,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,,3
527,65,1.021941545,527,527,527,8.1,8.1,8.1,,10.42982107,2.5,527,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,15.4
2706,121,1,2706,2706,2706,22.4,22.4,22.4,,0.9,9,2706,1,15,46,78,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,16.5
9301,455,1,9301,9301,9301,20.4,20.4,20.4,,2,14,9301,1,16,96,360,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,46.2
575,822,0.97,575,730,730,0.7,0.9,0.9,,106,2,0,4,4,76,848,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,,23.6
340,88,1.2,340,340,316,4.7,4.7,3.6,,10.42982107,12,0,1,9.761262136,66,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,13.7
5316.463277,85,0.99,5316.463277,1491,1491,15.99293785,17.3,17.5,,10.42982107,3,2853.309172,4,9.761262136,7,86,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,,558.1
5103,234,1.021941545,5103,5103,5103,21.8,21.8,21.8,,2.1,10,5103,1,11,117,231,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,4.3
694,125,1,694,694,694,5.6,5.6,5.6,,5.2,6,694,1,4,7,125,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,0
40,3,1.021941545,40,40,40,13.3,13.3,13.3,,3,0.5,40,1,2,166.04545,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
14698,1406,1.06,14698,14938,14938,11.1,11.3,10.6,,53,1,2853.309172,4,25,541,1326,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,0.8
3900,746,1.021941545,3900,5175,5175,5.2,6.9,6.9,,29.8,5,3900,4,5,166.04545,746,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,,4
3822,1185,1,3822,3822,3822,3.2,3.2,3.2,,8.5,7,70,1,20,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,3.4
848,243,1.021941545,848,1325,848,3.5,5.5,3.5,,10.42982107,3,848,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,4.1
5506,134,0.94,5506,5506,5506,38.5,38.5,41.1,,0.9,9,1834,1,17,0,129,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,14
110,12,1.021941545,110,110,110,9.2,9.2,9.2,,10.42982107,1,110,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,166.7
1820,408,1,1820,1820,1820,4.5,4.5,4.5,,16.3,5,854,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,61.3
126133,4181,1.021941545,126133,126133,104690,30.2,30.2,25,,10.42982107,15,0,1,9.761262136,166.04545,341.2215103,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,15.5
1808,511,1.021941545,1808,2825,1808,3.5,5.5,3.5,,10.42982107,3,1808,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,11.7
2284,287,1,2284,2538,2284,8,8.8,8,,3.8,7,1581,1,10.75,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,7
707,85,0.79,707,3958,3048,6.5,36.6,35.9,,2.3,6,707,4,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
150,46,1.021941545,150,172,172,3.3,3.7,3.7,,9.2,1,2853.309172,4,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
3622,407,1.2,3622,3622,3622,10.7,10.7,8.9,,10.42982107,12,0,1,9.761262136,183,125,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,53.1
846,117,1,846,846,846,7.2,7.2,7.2,,3.9,10,846,1,3,47,56,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,8.5
1550,254,1,1550,1550,1550,6.1,6.1,6.1,,7.3,5,1550,1,7,64,95,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,7.9
3571,756,1.03,3571,3571,3214,4.9,4.9,4.3,,26.2,7,0,1,4,452,302,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,17.7
11581,1082,1,11581,11581,10770,10.7,10.7,10,,6.1,16,0,1,11,251,1082,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,,23.1
5316.463277,112,0.94,5316.463277,1073,1073,15.99293785,9,9.6,,4.6,13,2853.309172,4,2,85,119,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
3566,211,1.021941545,3566,3566,3566,16.9,16.9,16.9,,10.42982107,13,3566,1,9.761262136,73,111,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,19
5236,934,1,5236,5236,5236,5.6,5.6,5.6,,10.4,10,27,1,9,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,2.1
1609,133,1.021941545,1609,1609,1609,12.1,12.1,12.1,,10.42982107,6.2,1609,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,22.6
780,895,1.15,780,780,780,1,1,0.9,,55.6,7,780,1,2,222,778,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,,0
3995,74,1.021941545,3995,3995,3995,54,54,54,,0.5,14,3995,1,11,18,74,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,,13.5
632,382,1.021941545,632,988,632,1.7,2.6,1.7,,10.42982107,5,632,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,2.6
34947,2550,1,34947,34947,34947,13.7,13.7,13.7,,10.1,18,34947,1,14,1084,2550,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,16.5
5484,188,1.07,5484,5484,5484,31.2,31.2,29.2,,2,9,496,1,10,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
5971,250,1.021941545,5971,5971,5971,23.9,23.9,23.9,,1.4,12,5971,1,15,166.04545,39,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,8
4304,182,1.021941545,4304,4304,4304,23.6,23.6,23.6,,3.8,12,449,1,4,182,182,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,0
1572,100,1.021941545,1572,1572,1305,15.7,15.7,13.1,,4.1,3.5,1,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,,0
245,36,1.021941545,245,245,245,6.8,6.8,6.8,,18,2,245,4,1,36,36,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,27.8
19163,393,1,19163,19163,19163,48.8,48.8,48.8,,2,20,19163,1,10,108,393,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,28
812,38,1.2,812,812,812,25.4,25.4,21.4,,10.42982107,9,0,1,9.761262136,6,26,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
182,44,1.021941545,182,207,207,4.1,4.7,4.7,,4.4,5,0,4,2,44,44,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,22.7
2652,88,0.65,2652,2652,1883,19.6,19.6,21.4,,10.42982107,8.957260274,0,1,9.761262136,78,7,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,,22.2
3394,2289,1.021941545,3394,3394,3394,1.5,1.5,1.5,,21.2,9,3394,1,12,978,581,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,,2.6
8830,143,1.021941545,8830,8830,8830,61.7,61.7,61.7,,1.2,7,8830,1,17,98,108,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
2982,473,1,2982,2982,2982,6.3,6.3,6.3,,13.5,7,11,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,12.7
7876,1703,1.15,7876,8549,8549,5.3,5.8,5,,37,8,7876,3,5,186,1481,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,0
205,51,1.021941545,205,320,205,4,6.3,4,,10.42982107,1,205,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,0
6433,825,1,6433,6433,6433,7.8,7.8,7.8,,5.8,13,6433,1,11,361,534,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,0
3874,624,1,3874,3874,3874,6.2,6.2,6.2,,8.1,7,1627,1,11,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,6.4
1994,234,1.09,1994,1994,1994,9.3,9.3,8.5,,5.4,4,2,1,10,26,40,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,,18.6
1007,287,0.99,1007,19943,13362,3.5,68.8,46.6,,0.9,16,1007,4,21,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,,0
139,17,1.021941545,139,139,139,8.2,8.2,8.2,,10.42982107,0.5,139,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,58.8
16702,1632,1,16702,16702,16702,10.2,10.2,10.2,,9.9,15,8092,1,11,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,25.1
23157,2700,1.021941545,23157,31836,29520,8.6,11.8,10.9,,5.5,16.4,2853.309172,4,30,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,271.5
549,100,1.021941545,549,549,456,5.5,5.5,4.6,,20,1,0,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,,0
23093,335,0.95,23093,25401,25401,65.4,72,75.8,,1.4,12,23093,4,21,83,353,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,,289
1136,167,1.021941545,1136,1136,1136,6.8,6.8,6.8,,10.42982107,2.9,1136,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,18
5316.463277,1208,0.94,5316.463277,21054,21054,15.99293785,16.4,17.4,,10.42982107,8.957260274,2853.309172,4,16,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,,4.7
1939,116,0.89,1939,1939,1939,14.9,14.9,16.7,,10.42982107,10,1939,1,9.761262136,46,130,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0
16669,712,1.08,16669,18521,16669,25.3,28.1,23.4,,1,9,11899,1,72,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,21.2
1516,136,1.15,1516,1516,1516,12.8,12.8,11.1,,3.9,6,0,1,5,102,12,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,,0
482,45,1.021941545,482,482,482,10.7,10.7,10.7,,10.42982107,4.6,482,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,,22.2
1507,346,1,1507,1507,1507,4.4,4.4,4.4,,38.4,3,200,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,11.6
8249,360,0.91,8249,8249,8249,20.8,20.8,22.9,,2.8,8,913,1,18,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
21103,617,1,21103,21103,21103,34.2,34.2,34.2,,1.3,22,21103,1,21,60,617,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,27.6
3709,325,1,3709,3709,3709,11.4,11.4,11.4,,4.9,11,3709,1,6,196,207,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,9.2
11239,34,1.021941545,11239,11239,11239,330.6,330.6,330.6,,0.1,36,11239,1,12,34,34,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,,29.4
