UFP rating,Year of Project,Count Approach,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Development Type,Architecture,Client Server?,Functional Sizing Technique,FP Standards All,Development Platform,Language Type,CASE Tool Used,Used Methodology,How Methodology Acquired,Resource Level,Max Team Size,Input count
UFP_rating_A,1994,Count_Approach_IFPUG,266,231,0.87,123456789,3762,3762,123456789.0,14.1,16.3,3.8,1.8,12.0,123456789,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,4,12.0,0.0
UFP_rating_B,2000,Count_Approach_NESMA,838,838,123456789.0,442,691,442,0.5,0.8,0.5,0.0,123456789.0,4.0,442,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,113,113,123456789.0,754,1178,754,6.7,10.4,6.7,0.0,123456789.0,3.0,754,0,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,80,67,0.84,352,391,352,4.4,4.9,5.3,0.0,10.0,2.0,220,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.0,123456789.0
UFP_rating_D,2003,Count_Approach_COSMIC,73,73,123456789.0,747,947,947,10.2,13.0,13.0,0.0,6.1,12.0,747,0,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,1.0,73.0
UFP_rating_D,2003,Count_Approach_COSMIC,51,51,123456789.0,451,451,451,8.8,8.8,8.8,0.0,5.3,3.2,451,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,3.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,1569,1757,1.12,13282,13282,13282,8.5,8.5,7.6,0.0,123456789.0,12.0,13282,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2005,Count_Approach_IFPUG,349,349,123456789.0,3068,3068,3068,8.8,8.8,8.8,0.0,5.8,12.0,3068,0,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,1GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,65.0
UFP_rating_A,1994,Count_Approach_IFPUG,1674,1825,1.09,1210,1210,1210,0.7,0.7,0.7,0.0,37.2,15.0,1210,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,3.0,594.0
UFP_rating_A,2005,Count_Approach_IFPUG,138,166,1.2,2298,2298,2298,16.7,16.7,13.8,0.0,123456789.0,9.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,69.0
UFP_rating_A,2007,Count_Approach_IFPUG,860,860,1.0,18825,18825,18825,21.9,21.9,21.9,16.3,2.6,21.0,18825,14,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,16.0,412.0
UFP_rating_B,2004,Count_Approach_IFPUG,1200,1200,123456789.0,7710,10293,8828,6.4,8.6,7.4,30.8,17.3,6.3,123456789,37,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,11.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,253,253,123456789.0,2960,2960,2960,11.7,11.7,11.7,31.6,123456789.0,7.1,2960,8,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_D,2005,Count_Approach_COSMIC,186,186,123456789.0,2018,3638,3638,10.8,19.6,19.6,26.9,2.1,9.0,0,5,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_Multi,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,10.0,189.0
UFP_rating_A,1994,Count_Approach_IFPUG,379,330,0.87,1050,1050,1050,2.8,2.8,3.2,10.6,19.0,10.0,1050,4,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,1GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,179.0
UFP_rating_A,2000,Count_Approach_IFPUG,30,34,1.12,120,120,120,4.0,4.0,3.5,0.0,123456789.0,6.0,120,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2001,Count_Approach_IFPUG,416,391,0.94,246,7439,5728,0.6,17.9,14.6,0.0,5.0,7.0,246,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,12.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,196,196,123456789.0,1075,1680,1075,5.5,8.6,5.5,5.1,123456789.0,2.0,1075,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_D,2005,Count_Approach_COSMIC,254,254,123456789.0,6590,6590,6590,25.9,25.9,25.9,3.9,5.3,6.0,6590,1,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,8.0,254.0
UFP_rating_A,2005,Count_Approach_IFPUG,200,232,1.16,1850,1850,1850,9.3,9.3,8.0,0.0,13.9,3.6,1850,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,116.0
UFP_rating_A,2001,Count_Approach_IFPUG,254,251,0.99,452,2540,1956,1.8,10.0,7.8,0.0,7.3,5.0,452,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,7.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,1493,1463,0.98,34906,36046,36046,23.4,24.1,24.6,6.7,3.4,23.0,0,10,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,19.0,780.0
UFP_rating_A,2004,Count_Approach_IFPUG,120,139,1.17,3808,3808,3808,31.7,31.7,27.4,8.3,2.0,6.0,544,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,0.0
UFP_rating_D,2009,Count_Approach_COSMIC,34,34,123456789.0,285,285,285,8.4,8.4,8.4,0.0,11.3,1.5,285,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_A,1995,Count_Approach_IFPUG,805,886,1.1,10543,10543,10543,13.1,13.1,11.9,2.5,123456789.0,9.0,10543,2,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,253.0
UFP_rating_B,2003,Count_Approach_IFPUG,474,474,123456789.0,1829,1829,1829,3.9,3.9,3.9,8.4,123456789.0,6.0,384,4,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,71.0
UFP_rating_B,2004,Count_Approach_IFPUG,227,227,123456789.0,976,976,976,4.3,4.3,4.3,8.8,123456789.0,3.0,976,2,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,213,213,1.0,890,890,801,4.2,4.2,3.8,0.0,17.0,2.5,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,105.0
UFP_rating_A,1998,Count_Approach_IFPUG,176,188,1.07,1648,1831,1648,9.4,10.4,8.8,0.0,7.0,5.0,877,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,756,665,0.88,739,4917,4917,1.0,6.5,7.4,0.0,12.0,9.0,739,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,7.0,123456789.0
UFP_rating_A,2005,Count_Approach_IFPUG,307,368,1.2,1729,1729,1729,5.6,5.6,4.7,0.0,123456789.0,6.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,252.0
UFP_rating_A,1997,Count_Approach_IFPUG,650,650,1.0,4820,4820,4820,7.4,7.4,7.4,81.5,7.1,13.0,1236,53,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,7.0,123456789.0
UFP_rating_D,2001,Count_Approach_COSMIC,12,12,123456789.0,105,105,105,8.8,8.8,8.8,83.3,6.0,2.0,105,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,1.0,12.0
UFP_rating_A,1996,Count_Approach_NESMA,105,105,1.0,2007,2007,2007,19.1,19.1,19.1,0.0,2.7,13.0,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,10.0
UFP_rating_A,2005,Count_Approach_IFPUG,788,867,1.1,17896,18002,18002,22.7,22.8,20.8,14.0,4.6,9.0,17896,11,Development_Type_Re-development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,3,19.0,97.0
UFP_rating_A,1996,Count_Approach_IFPUG,88,64,0.73,1660,1660,1544,18.9,18.9,24.1,34.1,2.8,4.5,0,3,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,7.0,15.0
UFP_rating_A,1999,Count_Approach_IFPUG,585,649,1.11,9484,9653,9653,16.2,16.5,14.9,29.1,2.0,15.0,9484,17,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MR,1GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,3,20.0,199.0
UFP_rating_A,1995,Count_Approach_IFPUG,380,331,0.87,503,1238,1238,1.3,3.3,3.7,5.3,38.0,5.0,503,2,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,2,2.0,84.0
UFP_rating_A,2007,Count_Approach_IFPUG,346,346,1.0,3476,3476,3476,10.0,10.0,10.0,8.7,3.8,9.0,3476,3,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,119.0
UFP_rating_A,1998,Count_Approach_IFPUG,269,288,1.07,2204,2449,2204,8.2,9.1,7.7,7.4,9.6,7.0,1822,2,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,313,313,1.0,441,441,441,1.4,1.4,1.4,0.0,39.1,4.0,270,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_D,2008,Count_Approach_COSMIC,5,5,123456789.0,24,24,24,4.8,4.8,4.8,0.0,5.0,0.5,24,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,216,216,123456789.0,1598,1598,1598,7.4,7.4,7.4,32.4,123456789.0,6.2,1598,7,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1997,Count_Approach_IFPUG,1533,1809,1.18,26900,33140,33140,17.5,21.6,18.3,11.1,3.8,16.0,1072,17,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_Other,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,25.0,686.0
UFP_rating_B,2000,Count_Approach_NESMA,183,183,123456789.0,666,1041,666,3.6,5.7,3.6,16.4,123456789.0,2.0,666,3,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1996,Count_Approach_IFPUG,52,44,0.82,123456789,380,380,123456789.0,7.3,8.6,0.0,26.0,2.0,123456789,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,1.0,14.0
UFP_rating_B,2000,Count_Approach_NESMA,68,68,123456789.0,143,223,143,2.1,3.3,2.1,0.0,123456789.0,1.0,143,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1997,Count_Approach_IFPUG,289,275,0.95,123456789,1647,1647,123456789.0,5.7,6.0,55.4,123456789.0,3.0,123456789,16,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,31.0
UFP_rating_A,2005,Count_Approach_IFPUG,206,206,1.0,2805,2805,2805,13.6,13.6,13.6,38.8,4.3,8.0,2805,8,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,51.0
UFP_rating_A,1994,Count_Approach_IFPUG,106,116,1.1,666,666,553,6.3,6.3,4.8,94.3,5.3,2.0,0,10,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,34.0
UFP_rating_A,1997,Count_Approach_IFPUG,136,136,1.0,1355,1506,1355,10.0,11.1,10.0,7.4,5.4,5.0,936,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,103,112,1.09,1626,1807,1626,15.8,17.5,14.5,0.0,2.3,4.0,906,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,11.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,450,450,123456789.0,3082,4430,4430,6.8,9.8,9.8,0.0,123456789.0,13.2,123456789,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,123456789.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,250,250,1.0,1263,1315,1315,5.1,5.3,5.3,0.0,7.1,5.0,0,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,2,7.0,68.0
UFP_rating_A,1999,Count_Approach_IFPUG,275,275,1.0,931,931,931,3.4,3.4,3.4,3.6,13.8,4.0,133,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,123456789.0
UFP_rating_D,2008,Count_Approach_COSMIC,2003,2003,123456789.0,47493,47493,47493,23.7,23.7,23.7,14.0,2.9,10.0,20,28,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,68.0,123456789.0
UFP_rating_D,2003,Count_Approach_COSMIC,177,177,123456789.0,3800,4224,4224,21.5,23.9,23.9,56.5,3.7,8.0,3800,10,Development_Type_Re-development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,6.0,177.0
UFP_rating_A,2001,Count_Approach_IFPUG,2427,2087,0.86,33589,57811,57811,13.8,23.8,27.7,0.0,1.5,22.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,73.0,123456789.0
UFP_rating_D,2001,Count_Approach_COSMIC,70,70,123456789.0,147,147,147,2.1,2.1,2.1,14.3,35.0,2.0,147,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,1.0,70.0
UFP_rating_A,2005,Count_Approach_IFPUG,289,347,1.2,1435,1435,1062,5.0,5.0,3.1,0.0,123456789.0,7.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,145.0
UFP_rating_B,2004,Count_Approach_IFPUG,28,28,123456789.0,213,213,213,7.6,7.6,7.6,0.0,123456789.0,0.9,213,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,62,62,123456789.0,1080,1688,1080,17.4,27.2,17.4,0.0,123456789.0,2.0,1080,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,1540,1694,1.1,7816,7816,7816,5.1,5.1,4.6,5.8,13.8,16.0,7816,9,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,7.0,391.0
UFP_rating_A,1994,Count_Approach_OTHER,475,397,0.83,3429,3429,3429,7.2,7.2,8.6,2.1,5.4,11.0,123456789,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,2,8.0,171.68
UFP_rating_B,2004,Count_Approach_IFPUG,218,218,123456789.0,3074,3074,3074,14.1,14.1,14.1,82.6,123456789.0,8.9,3074,18,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,2006,Count_Approach_IFPUG,49,49,1.0,323,323,323,6.6,6.6,6.6,0.0,4.1,3.0,323,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,12.0
UFP_rating_B,2003,Count_Approach_IFPUG,97,97,123456789.0,3323,3323,3323,34.3,34.3,34.3,51.5,0.9,10.0,3323,5,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,11.0,51.0
UFP_rating_A,1995,Count_Approach_IFPUG,262,280,1.07,123456789,1417,1417,123456789.0,5.4,5.1,38.2,7.5,7.0,123456789,10,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,5.0,161.0
