Year of Project,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,FP_Standard_All_COSMIC.1,FP_Standard_All_IFPUG.1,FP_Standard_All_Other.1,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes
2005.0,299,359.0,1.2,2746.0,2746,2746,9.2,9.2,7.6,0.0,10.42982107,32.0,0.0,0,1,9.761262136000001,188.0,55.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
2000.0,78,78.0,1.021941545,3048.0,3048,1402,39.1,39.1,18.0,359.0,10.42982107,8.957260274,0.0,28,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
2004.0,11,11.0,1.021941545,61.0,61,61,5.5,5.5,5.5,0.0,10.42982107,0.6,61.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
1993.0,622,722.0,1.16,4164.0,4164,4164,6.7,6.7,5.8,3.2,10.42982107,9.0,4164.0,2,1,9.761262136000001,163.0,622.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
1994.0,556,556.0,1.021941545,1624.0,1624,1624,2.9,2.9,2.9,0.0,27.8,4.0,1624.0,0,1,5.0,276.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
2004.0,1749,1749.0,1.021941545,3960.0,3837,3837,2.3,2.2,2.2,0.0,83.3,1.0,2853.3091719999998,0,4,21.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
2000.0,340,367.0,1.08,828.0,1708,1588,2.4,5.0,4.3,2.9,22.7,3.0,828.0,1,2,5.0,30.0,340.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
1996.0,167,204.0,1.22,2471.0,2471,2471,14.8,14.8,12.1,29.9,6.7,5.0,0.0,5,1,5.0,75.0,45.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
1999.0,375,416.0,1.11,5316.463277000001,2794,2794,15.99293785,7.5,6.7,0.0,8.3,5.0,2853.3091719999998,0,4,9.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2004.0,337,337.0,1.021941545,11680.0,11680,11680,34.7,34.7,34.7,14.8,3.4,11.0,11680.0,5,1,9.0,114.0,224.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1993.0,1960,1882.0,0.96,5364.0,6068,6068,2.7,3.1,3.2,11.7,17.8,10.0,0.0,23,2,11.0,711.0,1960.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
2004.0,280,280.0,1.021941545,2104.0,2164,2164,7.5,7.7,7.7,0.0,2.5,7.4,2853.3091719999998,0,4,15.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
1995.0,42,39.0,0.94,242.0,242,242,5.8,5.8,6.2,0.0,5.3,2.0,242.0,0,1,4.0,16.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
2006.0,119,119.0,1.0,1877.0,1877,1877,15.8,15.8,15.8,16.8,1.8,13.0,1877.0,2,1,5.0,31.0,98.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1995.0,322,322.0,1.0,7850.0,7850,7850,24.4,24.4,24.4,366.5,4.0,20.0,140.0,118,1,4.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
1996.0,70,70.0,1.0,1209.0,1209,1124,17.3,17.3,16.1,0.0,10.42982107,12.0,0.0,0,1,9.761262136000001,34.0,40.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
2006.0,37,37.0,1.021941545,2182.0,2182,1680,59.0,59.0,45.4,54.1,1.4,9.0,0.0,2,1,3.0,166.04545,37.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2007.0,773,773.0,1.021941545,46620.0,66768,66768,60.3,86.4,86.4,3.9,2.9,7.3,3558.0,3,4,37.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
2000.0,36,36.0,1.021941545,117.0,183,117,3.3,5.1,3.3,0.0,10.42982107,2.0,117.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
2004.0,392,392.0,1.021941545,15729.0,15729,15729,40.1,40.1,40.1,28.1,1.2,28.0,15729.0,11,1,12.0,84.0,392.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2006.0,293,293.0,1.021941545,4879.0,4879,4879,16.7,16.7,16.7,6.8,4.1,12.0,4879.0,2,1,6.0,166.04545,281.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2000.0,126,126.0,1.021941545,2379.0,3717,2379,18.9,29.5,18.9,23.8,10.42982107,7.0,2379.0,3,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
2000.0,35,35.0,1.021941545,81.0,82,82,2.3,2.3,2.3,28.6,3.5,5.0,0.0,1,4,2.0,35.0,35.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
1996.0,2190,2519.0,1.15,13970.0,15022,13970,6.4,6.9,5.5,0.5,15.6,10.0,0.0,1,1,14.0,492.0,180.0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
1995.0,753,843.0,1.12,5814.0,5814,5814,7.7,7.7,6.9,0.0,10.42982107,8.957260274,1.0,0,1,9.761262136000001,158.0,753.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
2005.0,226,226.0,1.021941545,4907.0,4907,4907,21.7,21.7,21.7,0.0,10.42982107,9.6,4907.0,0,1,9.761262136000001,166.04545,18.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
2006.0,110,110.0,1.0,596.0,596,596,5.4,5.4,5.4,9.1,9.2,6.0,596.0,1,1,2.0,42.0,12.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
2007.0,264,264.0,1.0,4516.0,4516,4516,17.1,17.1,17.1,11.4,4.1,16.0,4516.0,3,1,4.0,77.0,160.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1995.0,49,40.0,0.81,5316.463277000001,285,285,15.99293785,5.8,7.1,0.0,12.3,4.0,2853.3091719999998,0,4,1.0,10.0,49.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2002.0,30,30.0,1.021941545,9469.0,9469,9469,315.6,315.6,315.6,0.0,0.3,24.0,0.0,0,1,4.0,166.04545,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1999.0,80,74.0,0.92,869.0,966,869,10.9,12.1,11.7,0.0,20.0,1.0,788.0,0,1,4.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2002.0,83,83.0,1.021941545,936.0,936,936,11.3,11.3,11.3,0.0,0.3,24.0,936.0,0,1,10.0,83.0,83.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
1997.0,121,122.0,1.01,2703.0,3003,2703,22.3,24.8,22.2,16.5,2.5,7.0,1845.0,2,1,7.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1991.0,1095,1248.0,1.14,11930.0,15165,15165,10.9,13.8,12.2,86.8,9.1,12.0,0.0,95,4,10.0,249.0,1095.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
2009.0,215,215.0,1.021941545,9344.0,9344,9344,43.5,43.5,43.5,23.3,10.42982107,54.0,9344.0,5,1,9.761262136000001,215.0,215.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2004.0,795,795.0,1.021941545,2187.0,2187,2187,2.8,2.8,2.8,0.0,14.7,9.0,2187.0,0,1,6.0,318.0,795.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1994.0,672,605.0,0.9,4569.0,4569,4569,6.8,6.8,7.6,10.4,3.4,18.0,0.0,7,1,11.0,57.42,671.84,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
2004.0,486,413.0,0.85,7643.0,7643,7643,15.7,15.7,18.5,0.0,3.2,14.0,1602.0,0,1,11.0,0.0,486.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
1995.0,125,100.0,0.8,330.0,330,330,2.6,2.6,3.3,8.0,5.7,11.0,330.0,1,1,2.0,45.0,125.0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2001.0,201,131.0,0.65,3926.0,3926,3926,19.5,19.5,30.0,0.0,1.8,8.0,563.0,0,1,14.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1995.0,205,226.0,1.1,2508.0,2508,2508,12.2,12.2,11.1,0.0,10.42982107,10.0,2508.0,0,1,9.761262136000001,88.0,92.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1994.0,115,115.0,1.0,223.0,223,201,1.9,1.9,1.7,26.1,25.6,1.5,0.0,3,1,3.0,76.0,10.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
2004.0,91,91.0,1.021941545,419.0,419,419,4.6,4.6,4.6,44.0,10.42982107,2.7,419.0,4,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2001.0,26,17.0,0.65,4618.0,5632,4618,177.6,216.6,271.6,0.0,0.1,8.0,2191.0,0,1,28.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1999.0,32,31.0,0.97,300.0,333,300,9.4,10.4,9.7,0.0,8.0,2.0,204.0,0,1,2.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1997.0,138,138.0,1.0,2038.0,2264,2038,14.8,16.4,14.8,7.2,9.2,3.0,1195.0,1,1,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2006.0,198,198.0,1.0,2119.0,2119,2119,10.7,10.7,10.7,30.3,4.0,10.0,2119.0,6,1,5.0,88.0,44.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2004.0,9,9.0,1.021941545,51.0,51,51,5.7,5.7,5.7,0.0,10.42982107,0.5,51.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2003.0,640,640.0,1.021941545,21566.0,21566,21566,33.7,33.7,33.7,1.6,3.0,6.0,21566.0,1,1,35.0,166.04545,174.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2006.0,151,181.0,1.2,937.0,937,937,6.2,6.2,5.2,6.6,10.42982107,13.0,0.0,1,1,9.761262136000001,140.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
2003.0,80,80.0,1.021941545,707.0,707,707,8.8,8.8,8.8,0.0,10.0,1.6,0.0,0,1,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
2004.0,374,374.0,1.021941545,13288.0,13288,13288,35.5,35.5,35.5,8.0,1.8,12.0,13288.0,3,1,17.0,113.0,271.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2000.0,751,751.0,1.021941545,131.0,147,147,0.2,0.2,0.2,1.3,50.1,5.0,0.0,1,4,3.0,751.0,751.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
1999.0,254,254.0,1.0,28760.0,28760,28760,113.2,113.2,113.2,7.9,0.2,17.0,11680.0,2,1,80.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
1994.0,169,172.0,1.02,1596.0,1788,1788,9.4,10.6,10.4,5.9,6.8,5.0,1596.0,1,4,5.0,88.0,169.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1997.0,167,194.0,1.16,959.0,1066,959,5.7,6.4,4.9,0.0,8.4,4.0,672.0,0,1,5.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1996.0,53,38.0,0.73,943.0,852,571,17.8,16.1,15.0,37.7,10.42982107,14.0,0.0,2,4,9.761262136000001,18.56,53.06,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
1994.0,251,261.0,1.04,2306.0,3123,3123,9.2,12.4,12.0,15.9,7.0,12.0,0.0,4,4,3.0,42.0,251.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2001.0,828,878.0,1.06,3742.0,3742,3368,4.5,4.5,3.8,6.0,41.4,5.0,0.0,5,1,4.0,113.0,828.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
1995.0,465,484.0,1.04,8520.0,10390,8520,18.3,22.3,17.6,10.8,10.42982107,4.0,8520.0,5,1,9.761262136000001,237.0,465.0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
2008.0,489,489.0,1.0,3907.0,3907,3907,8.0,8.0,8.0,2.0,4.3,19.0,3907.0,1,1,6.0,205.0,489.0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2009.0,245,245.0,1.021941545,1065.0,1065,1065,4.3,4.3,4.3,0.0,17.5,2.0,1065.0,0,1,7.0,166.04545,245.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1997.0,169,181.0,1.021941545,5316.463277000001,499,499,15.99293785,3.0,2.8,76.9,10.42982107,5.0,2853.3091719999998,13,4,9.761262136000001,30.0,169.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1999.0,41,41.0,1.0,666.0,740,666,16.2,18.0,16.2,24.4,1.0,5.0,258.0,1,1,8.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2000.0,30,30.0,1.0,301.0,301,280,10.0,10.0,9.3,0.0,7.5,2.0,0.0,0,1,2.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
1999.0,160,171.0,1.07,4742.0,5269,4742,29.6,32.9,27.7,6.3,1.4,9.0,3877.0,1,1,13.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
1995.0,65,64.0,0.98,5316.463277000001,140,140,15.99293785,2.2,2.2,0.0,21.7,3.0,2853.3091719999998,0,2,1.0,20.0,65.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2000.0,171,171.0,1.021941545,4209.0,6577,4209,24.6,38.5,24.6,5.8,10.42982107,8.0,4209.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2008.0,294,294.0,1.021941545,9318.0,9318,8293,31.7,31.7,28.2,34.0,3.3,6.0,0.0,10,1,15.0,294.0,294.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2005.0,1500,1500.0,1.021941545,5279.0,10613,9610,3.5,7.1,6.4,1.3,26.1,4.1,2853.3091719999998,2,4,14.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2005.0,274,274.0,1.0,6910.0,6910,6910,25.2,25.2,25.2,0.0,1.8,9.0,6910.0,0,1,17.0,66.0,274.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2005.0,1168,1168.0,1.021941545,9204.0,9756,9756,7.9,8.4,8.4,0.0,10.42982107,8.957260274,2853.3091719999998,0,4,10.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
1997.0,156,125.0,0.8,5316.463277000001,605,605,15.99293785,3.9,4.8,397.4,10.42982107,6.0,2853.3091719999998,62,4,9.761262136000001,34.0,156.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2004.0,33,33.0,1.021941545,175.0,175,175,5.3,5.3,5.3,30.3,10.42982107,1.2,175.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2000.0,165,165.0,1.021941545,876.0,876,403,5.3,5.3,2.4,12.1,10.42982107,8.957260274,0.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2004.0,79,79.0,1.021941545,624.0,624,624,7.9,7.9,7.9,50.6,10.42982107,1.6,624.0,4,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1994.0,319,303.0,0.95,2580.0,3890,3890,8.1,12.2,12.8,6.3,8.9,4.0,2580.0,2,4,9.0,54.0,319.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2009.0,222,222.0,1.0,2121.0,2121,2121,9.6,9.6,9.6,31.5,4.5,7.0,2121.0,7,1,7.0,77.0,65.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1997.0,723,774.0,1.07,5316.463277000001,3453,3453,15.99293785,4.8,4.5,163.2,10.42982107,5.0,2853.3091719999998,118,4,9.761262136000001,49.0,723.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
2006.0,205,205.0,1.0,8442.0,8442,8442,41.2,41.2,41.2,9.8,2.4,12.0,8442.0,2,1,7.0,64.0,72.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1997.0,251,233.0,0.93,5316.463277000001,1803,1803,15.99293785,7.2,7.7,593.6,10.42982107,4.0,2853.3091719999998,149,4,9.761262136000001,14.0,251.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2000.0,609,713.0,1.17,16570.0,18411,16570,27.2,30.2,23.2,229.9,2.5,8.0,9694.0,140,1,31.0,166.04545,341.22151030000003,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2000.0,149,149.0,1.021941545,1456.0,1456,1092,9.8,9.8,7.3,47.0,10.42982107,8.957260274,0.0,7,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1998.0,1106,1106.0,1.021941545,2947.0,2947,1886,2.7,2.7,1.7,0.9,10.42982107,5.0,1886.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1
1996.0,981,1128.0,1.15,1774.0,1774,1774,1.8,1.8,1.6,71.4,56.1,3.5,0.0,70,1,5.0,420.0,190.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
2000.0,91,91.0,1.0,778.0,778,778,8.5,8.5,8.5,0.0,11.4,4.0,373.0,0,1,2.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2007.0,206,206.0,1.0,1486.0,1486,1486,7.2,7.2,7.2,0.0,4.1,10.0,1486.0,0,1,5.0,75.0,137.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2001.0,749,689.0,0.92,1580.0,14210,14210,2.1,19.0,20.6,1.3,3.8,9.0,1580.0,1,4,22.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2005.0,414,414.0,1.021941545,2274.0,2274,2274,5.5,5.5,5.5,9.7,7.4,8.0,0.0,4,1,7.0,158.0,95.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1999.0,938,1050.0,1.12,11022.0,11022,11022,11.8,11.8,10.5,0.0,10.42982107,12.0,11022.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
1999.0,321,360.0,1.12,1705.0,1705,1705,5.3,5.3,4.7,0.0,10.42982107,6.0,1705.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2005.0,285,285.0,1.021941545,2973.0,2973,2973,10.4,10.4,10.4,3.5,2.7,8.0,2973.0,1,1,13.0,104.0,127.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
2000.0,90,90.0,1.021941545,240.0,375,240,2.7,4.2,2.7,11.1,10.42982107,2.0,240.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2004.0,307,307.0,1.0,11165.0,11165,11165,36.4,36.4,36.4,19.5,1.0,15.0,11165.0,6,1,21.0,50.0,307.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
2000.0,327,327.0,1.021941545,276.0,431,276,0.8,1.3,0.8,18.3,10.42982107,2.0,276.0,6,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2003.0,545,545.0,1.021941545,8740.0,8740,8740,16.0,16.0,16.0,84.4,7.1,11.0,8740.0,46,1,7.0,116.0,79.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
